lcdb2_name,lcdb1_name,gen_veg,wetland,minor_clsa,minor_clsb,minor_clsc,uncertain1,uncertain2,comments,class_cor,bound_cor,wetld_cor,field_com,photo_1,photo1_id,photo_east1,photo_nth1,photo_2,photo2_id,photo_east2,photo_nth2,district,id
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Deciduous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,12895
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Deciduous Hardwoods,Other Exotic Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,12896
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12897
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13017
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Other Exotic Forest,Deciduous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,13018
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13019
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13020
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13021
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13121
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13122
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13123
Gorse and Broom,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13124
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,,Otorohanga,13125
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13126
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13234
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13235
Gorse and Broom,Shrubland,Predominantly Exotic,,Deciduous Hardwoods,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13236
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13237
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Deciduous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,13238
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,Otorohanga,12898
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12899
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,Field Checked EW April May 2010,,,,,,,,,,,,,Otorohanga,12900
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12901
Other Exotic Forest,Planted Forest,Predominantly Exotic,,,,,Classification,,,,,,,,,,,,,,,Otorohanga,12902
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12903
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12904
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12905
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12906
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13022
Gorse and Broom,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,Otorohanga,13023
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13024
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13025
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13026
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13127
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Deciduous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,13128
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Gorse and Broom,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13239
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13240
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13241
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13242
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13243
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12907
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12908
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,Otorohanga,12909
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,Fernland,,,,,,,,,,,,,,,,Otorohanga,12910
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12911
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12912
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,Otorohanga,13027
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13028
Gorse and Broom,Shrubland,Predominantly Exotic,,Fernland,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13029
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13030
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13129
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13130
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13131
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Fernland,,,,,,,,,,,,,,,,Otorohanga,13132
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13133
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13134
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13135
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13244
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Gorse and Broom,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13245
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13246
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13247
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13248
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13249
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Pine Forest - Closed Canopy,,,,,,,,,,,,,,,,,Otorohanga,13250
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,Fernland,,,,,,,,,,,,,,,,Otorohanga,12913
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Fernland,Gorse and Broom,Deciduous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,12914
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12915
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,Fernland,,,,,,,,,,,,,,,,Otorohanga,12916
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,12917
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13031
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13032
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13033
Gorse and Broom,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13034
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13035
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13036
Gorse and Broom,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13037
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,,,,,,,,,,,,,,,,,,,Otorohanga,13136
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13137
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,13138
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Other Exotic Forest,,,,,,,,,,,,,,,,,Otorohanga,13139
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13140
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Other Exotic Forest,Deciduous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,13141
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13142
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13143
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13144
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13145
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,,Otorohanga,13251
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13252
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13253
Mixed Exotic Shrubland,Shrubland,Predominantly Exotic,,Gorse and Broom,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13254
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12918
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,Classification,,,,,,,,,,,,,,,Otorohanga,12919
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12920
Gorse and Broom,Shrubland,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,12921
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,12922
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12923
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,12924
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12925
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,Pine Forest - Closed Canopy,,,,,,,,,,,,,,,,Otorohanga,12926
Gorse and Broom,Shrubland,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,13038
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13039
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,Deciduous Hardwoods,,,Boundary and Classification,,,,,,,,,,,,,,,Otorohanga,13040
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13041
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13042
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13043
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13044
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13045
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13046
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13047
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Herbaceous Freshwater Vegetation,,,,,,,,,,,,,,,,,,Otorohanga,13048
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13146
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Manuka and or Kanuka,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13147
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Other Exotic Forest,,,,,,,,,,,,,,,,,Otorohanga,13148
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13149
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13150
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13151
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Other Exotic Forest,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13152
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Deciduous Hardwoods,Indigenous Forest,Manuka and or Kanuka,Classification,,,,,,,,,,,,,,,Otorohanga,13153
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13255
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13256
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13257
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13258
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13259
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Mixed Exotic Shrubland,Pine Forest - Open Canopy,Indigenous Forest,,,,,,,,,,,,,,,,Otorohanga,12927
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Gorse and Broom,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,12928
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,12929
Manuka and or Kanuka,Shrubland,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,12930
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Other Exotic Forest,,,,,,,,,,,,,,,,,,Otorohanga,12931
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12932
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12933
Afforestation (not imaged),Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13049
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13050
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13051
Forest Harvested,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13052
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13053
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13054
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13055
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Gorse and Broom,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,13056
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13057
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Gorse and Broom,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13058
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13154
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13155
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13156
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,,,,,,,,,,,,,,,,,,,Otorohanga,13157
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,true,Broadleaved Indigenous Hardwoods,,,Wetland,,,,,,,,,,,,,,,Otorohanga,13158
Herbaceous Freshwater Vegetation,Inland Wetland,Mixed Indigenous and Exotic,true,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,13159
Deciduous Hardwoods,Exotic Hardwoods,Predominantly Exotic,,Mixed Exotic Shrubland,Manuka and or Kanuka,,Classification,,2002 changed,,,,,,,,,,,,,Otorohanga,13160
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13161
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13162
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13163
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13164
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Indigenous Forest,,,,,,,,,,,,,,,,,,Otorohanga,13260
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,Indigenous Forest,,,,,,,,,,,,,,,,,Otorohanga,13261
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Pine Forest - Closed Canopy,Indigenous Forest,Deciduous Hardwoods,,,,,,,,,,,,,,,,Otorohanga,13262
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Gorse and Broom,Manuka and or Kanuka,,,,,,,,,,,,,,,,Otorohanga,13263
Gorse and Broom,Shrubland,Predominantly Exotic,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13264
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12934
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12935
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12936
,,,,,,,Classification,,,,,,,,,,,,,,,Otorohanga,12937
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,Classification,,Field Checked EW April May 2010,,,,,,,,,,,,,Otorohanga,12938
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Manuka and or Kanuka,,,,,,,,,,,,,,,,,,Otorohanga,12939
Other Exotic Forest,Planted Forest,Predominantly Exotic,,Gorse and Broom,,,,,,,,,,,,,,,,,,Otorohanga,12940
Pine Forest - Closed Canopy,Planted Forest,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,12941
Gorse and Broom,Shrubland,Predominantly Exotic,,Manuka and or Kanuka,Broadleaved Indigenous Hardwoods,,,,,,,,,,,,,,,,,Otorohanga,13059
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13060
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13061
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Gorse and Broom,,,,,,,,,,,,,,,,,,Otorohanga,13062
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13063
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Gorse and Broom,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13064
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13065
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13165
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,Other Exotic Forest,,,,,,,,,,,,,,,,Otorohanga,13166
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Other Exotic Forest,,,,,,,,,,,,,,,,Otorohanga,13167
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Broadleaved Indigenous Hardwoods,Manuka and or Kanuka,,,,,,,,,,,,,,,,,Otorohanga,13168
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13169
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,,,,,,,,,,,,,,,,,,,Otorohanga,13170
Indigenous Forest,Indigenous Forest,Predominantly Indigenous,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13171
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13265
Gorse and Broom,Shrubland,Predominantly Exotic,,,,,,,,,,,,,,,,,,,,Otorohanga,13266
Broadleaved Indigenous Hardwoods,Shrubland,Predominantly Indigenous,,Indigenous Forest,Manuka and or Kanuka,Gorse and Broom,,,,,,,,,,,,,,,,Otorohanga,13267
Pine Forest - Open Canopy,Planted Forest,Predominantly Exotic,,Deciduous Hardwoods,,,,,,,,,,,,,,,,,,Otorohanga,13268
