objectid,hab_code,hab_type,mega_id,mega,ind_id,ind,sed_id,sed,mes_mac_id,mes_mac,mod_id,mod,hab_desc,shape_area
117,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,5937.81509475
118,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,930.240496190
119,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,439275.859329
120,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,304.536930047
121,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,12072.9689550
122,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1410022.04287
123,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",18251.9547982
124,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",250753.107494
125,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",1461.46817197
126,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",1301.86466878
127,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",1388.40732269
128,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",5803.02190185
129,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",1875.80621600
130,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",1347.02883196
131,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,102.469785969
132,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,92.7846627031
133,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,76.2689401943
134,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,108.146419203
135,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,83.2613541838
136,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",781.841749175
137,Ss(s)m/w_u,Mobile sediment mounds,S,Continental Shelf,s,soft,s,sand,m/w,mound/dynamic bedform,u,unconsolidated,Unconsolidated dynamic mound of sediment (sand),251808.871770
138,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,294.612476315
139,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,366.662140560
140,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,119.772352906
141,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",745.599916792
142,Ss(s)_r/u,"Soft, unconsolidated rippled sediment (sand)",S,Continental Shelf,s,soft,s,sand,,,r/u,rippled/unconsolidated,"Soft, unconsolidated rippled sediment (sand)",78091546.8449
143,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,293.072810510
144,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,282.478775100
148,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,255.797049974
149,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,931.200353704
150,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,4130.40534031
151,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",2074.97462502
153,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",10030.8248692
154,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",9531.58813324
155,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",13724.8214485
156,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,347.784754659
157,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1915.95756002
158,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,219.608675069
159,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,152.916111132
160,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,83.7865494983
161,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,91.2954112891
162,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,106.578260560
163,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,112.444879465
164,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,151.165451425
165,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",3089.84204258
166,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",2197.32087229
167,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",3144.53611316
168,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,495.272863025
169,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,2324.33841084
170,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,3773.89976231
171,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,4288.12838254
172,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,4708.44079233
173,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,16043.5708754
174,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",85134.5365783
175,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,91263.4229471
176,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,516.402316474
177,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,262.178082872
178,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,538.195496658
179,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,327.307039208
180,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,814.030297744
181,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,453.408857351
182,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,762.579043756
183,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,173.024185428
184,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1227.38948431
185,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,250.266618916
186,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1000.41086303
187,Ss(s/g)h/w_r/s/u,Rippled scour depressions (sand/gravel),S,Continental Shelf,s,soft,s/g,sand/gravel,h/w,depression/dynamic bedforms,r/s/u,rippled/scoured/unconsolidated,Rippled scour depressions (sand/gravel),11363.0786745
188,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1019.80498481
189,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1055.24914709
190,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,440.468402693
191,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,484.514124589
192,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,103.694425149
193,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,165.167719590
194,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,256.611495398
195,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,295.769583393
196,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,822.117594245
197,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1198.17310215
198,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,2656.23837622
199,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,10239.4883624
200,Sme_c/u,Sediment covered sedimentary bedrock,S,Continental Shelf,m,mixed,,,e,bedrock outcrop,c/u,consolidated/unconsolidated,"Mixed habitat of soft, unconsolidated sediment locally covering hard, consolidated sedimentary bedrock",418114.129027
201,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,356232.895852
202,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,170.741260649
203,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,230.435605083
204,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,320.376133258
205,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,777.157231731
206,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1685.67071588
207,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1964.84024965
208,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,7978.21834311
209,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,233.431377668
210,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,351.439559362
211,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,360.723431939
212,Sh(b)/p_c,Boulder or pinnacle,S,Continental Shelf,h,hard,b,boulder,p,pinnacle,c,consolidated,Boulder or pinnacle of hard sedimentary rock on continental shelf,443.864305484
213,Shd_c/d,Deformed and differentially eroded sedimentary bedrock outcrop,S,Continental Shelf,h,hard,,,d,"deformed, tilted and folded bedrock, overhangs",c/d,consolidated/differentially eroded,Deformed and differentially eroded sedimentary bedrock outcrop,1932.96873378
